Bracket Type=4
Sample Type,File Name,Sample ID,Path,Instrument Method,Process Method,Calibration File,Position,Inj Vol,Level,Sample Wt,Sample Vol,ISTD Amt,Dil Factor,L1 ,L2 ,L3 ,L4 ,L5 ,Comment,Sample Name
Unknown,20220125_DR_UMETAB235_73_ybhE_5_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:G3,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_73_ybhE_5_POS
Unknown,20220125_DR_UMETAB235_Blank6_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,R:A1,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_Blank6_POS
Unknown,20220125_DR_UMETAB235_QC2_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:E11,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_QC2_POS
Unknown,20220125_DR_UMETAB235_2_WT_30_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:A2,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_2_WT_30_POS
Unknown,20220125_DR_UMETAB235_71_ybhE_5_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:G1,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_71_ybhE_5_POS
Unknown,20220125_DR_UMETAB235_77_Ser_5_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:G7,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_77_Ser_5_POS
Unknown,20220125_DR_UMETAB235_64_ydfJ_15_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:F5,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_64_ydfJ_15_POS
Unknown,20220125_DR_UMETAB235_38_WT_0_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:D2,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_38_WT_0_POS
Unknown,20220125_DR_UMETAB235_Blank7_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,R:A1,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_Blank7_POS
Unknown,20220125_DR_UMETAB235_QC3_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:E11,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_QC3_POS
Unknown,20220125_DR_UMETAB235_81_Pooled_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:G11,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_81_Pooled_POS
Unknown,20220125_DR_UMETAB235_74_ydfJ_5_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:G4,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_74_ydfJ_5_POS
Unknown,20220125_DR_UMETAB235_34_sapF_5_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:C10,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_34_sapF_5_POS
Unknown,20220125_DR_UMETAB235_89_Ser_0_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:H8,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_89_Ser_0_POS
Unknown,20220125_DR_UMETAB235_80_WashGlucose_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:G10,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_80_WashGlucose_POS
Unknown,20220125_DR_UMETAB235_7_uraA_30_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:A7,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_7_uraA_30_POS
Unknown,20220125_DR_UMETAB235_Blank8_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,R:A1,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_Blank8_POS
Unknown,20220125_DR_UMETAB235_QC4_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:E11,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_QC4_POS
Unknown,20220125_DR_UMETAB235_87_ydfJ_0_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:H6,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_87_ydfJ_0_POS
Unknown,20220125_DR_UMETAB235_32_uraA_5_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:C8,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_32_uraA_5_POS
Unknown,20220125_DR_UMETAB235_46_sapF_0_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:D10,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_46_sapF_0_POS
Unknown,20220125_DR_UMETAB235_68_Ser_15_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:F9,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_68_Ser_15_POS
Unknown,20220125_DR_UMETAB235_8_uraA_30_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:A8,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_8_uraA_30_POS
Unknown,20220125_DR_UMETAB235_52_ydfJ_30_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:E4,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_52_ydfJ_30_POS
Unknown,20220125_DR_UMETAB235_Blank9_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,R:A1,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_Blank9_POS
Unknown,20220125_DR_UMETAB235_QC5_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:E11,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_QC5_POS
Unknown,20220125_DR_UMETAB235_41_WT_0_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:D5,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_41_WT_0_POS
Unknown,20220125_DR_UMETAB235_25_WT_5_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:C1,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_25_WT_5_POS
Unknown,20220125_DR_UMETAB235_56_Ser_30_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:E8,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_56_Ser_30_POS
Unknown,20220125_DR_UMETAB235_58_WashGlucose_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:E10,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_58_WashGlucose_POS
Unknown,20220125_DR_UMETAB235_22_sapF_15_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:B10,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_22_sapF_15_POS
Unknown,20220125_DR_UMETAB235_23_sapF_15_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:B11,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_23_sapF_15_POS
Unknown,20220125_DR_UMETAB235_Blank10_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,R:A1,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_Blank10_POS
Unknown,20220125_DR_UMETAB235_QC6_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:E11,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_QC6_POS
Unknown,20220125_DR_UMETAB235_78_Ser_5_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:G8,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_78_Ser_5_POS
Unknown,20220125_DR_UMETAB235_75_ydfJ_5_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:G5,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_75_ydfJ_5_POS
Unknown,20220125_DR_UMETAB235_51_ybhE_30_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:E3,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_51_ybhE_30_POS
Unknown,20220125_DR_UMETAB235_91_WashGlucose_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:H10,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_91_WashGlucose_POS
Unknown,20220125_DR_UMETAB235_84_ybhE_0_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:H3,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_84_ybhE_0_POS
Unknown,20220125_DR_UMETAB235_Blank11_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,R:A1,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_Blank11_POS
Unknown,20220125_DR_UMETAB235_QC7_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:E11,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_QC7_POS
Unknown,20220125_DR_UMETAB235_60_ybhE_15_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:F1,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_60_ybhE_15_POS
Unknown,20220125_DR_UMETAB235_90_Ser_0_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:H9,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_90_Ser_0_POS
Unknown,20220125_DR_UMETAB235_19_uraA_15_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:B7,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_19_uraA_15_POS
Unknown,20220125_DR_UMETAB235_44_uraA_0_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:D8,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_44_uraA_0_POS
Unknown,20220125_DR_UMETAB235_10_sapF_30_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:A10,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_10_sapF_30_POS
Unknown,20220125_DR_UMETAB235_92_Pooled_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:H11,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_92_Pooled_POS
Unknown,20220125_DR_UMETAB235_Blank12_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,R:A1,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_Blank12_POS
Unknown,20220125_DR_UMETAB235_QC8_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:E11,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_QC8_POS
Unknown,20220125_DR_UMETAB235_57_Ser_30_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:E9,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_57_Ser_30_POS
Unknown,20220125_DR_UMETAB235_3_WT_30_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:A3,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_3_WT_30_POS
Unknown,20220125_DR_UMETAB235_47_sapF_0_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:D11,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_47_sapF_0_POS
Unknown,20220125_DR_UMETAB235_12_sapF_30_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:A12,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_12_sapF_30_POS
Unknown,20220125_DR_UMETAB235_13_WT_15_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:B1,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_13_WT_15_POS
Unknown,20220125_DR_UMETAB235_69_WashGlucose_POS,,D:\20220125_DR_UMETAB235_LJM\20220125_DR_UMETAB235_LJM_AquireX_POS,C:\Xcalibur\methods\Daniela\AquireX\MS1\BEH18GC_10cm_12-7m_POS_70-1000Da_MITAuto_MS1_R120k,,,G:F10,1,,0,0,0,1,,,,,,,20220125_DR_UMETAB235_69_WashGlucose_POS
