Bracket Type=4,,,,,,,,,,,,,,,,,,,,
Sample Type,File Name,Sample ID,Path,Instrument Method,Process Method,Calibration File,Position,Inj Vol,Level,Sample Wt,Sample Vol,ISTD Amt,Dil Factor,L1 Study,L2 Client,L3 Laboratory,L4 Company,L5 Phone,Comment,Sample Name
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_36_mdlA_30_3,134,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:C12,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_70_ynfM_30_1,135,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:F10,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_68_ynfM_15_2,136,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:F8,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_58_yidE_30_1,137,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:E10,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_61_ynfM_0_1,138,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:F1,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_Blank5,139,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,R:A1,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_QC3,140,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:H2,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_QC-mix-i2,141,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,R:A2,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_PBS-wash-i1,142,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,R:B1,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_83_Ser_30_2,143,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:G11,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_27_mdlA_0_3,144,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:C3,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_40_ybbW_5_1,145,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:D4,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_33_mdlA_15_3,146,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:C9,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_59_yidE_30_2,147,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:E11,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_16_dcuD_5_1,148,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:B4,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_34_mdlA_30_1,149,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:C10,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_45_ybbW_15_3,150,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:D9,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_69_ynfM_15_3,151,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:F9,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_44_ybbW_15_2,152,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:D8,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_32_mdlA_15_2,153,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:C8,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_42_ybbW_5_3,154,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:D6,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_18_dcuD_5_3,155,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:B6,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_55_yidE_15_1,156,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:E7,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_39_ybbW_0_3,157,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:D3,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_62_ynfM_0_2,158,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:F2,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_74_Ser_0_2,159,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:G2,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_25_mdlA_0_1,160,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:C1,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_21_dcuD_15_3,161,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:B9,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_22_dcuD_30_1,162,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:B10,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_9_WT_15_3,163,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:A9,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_50_yidE_0_2,164,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:E2,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_15_dcuD_0_3,165,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:B3,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_56_yidE_15_2,166,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:E8,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_Blank6,167,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,R:A1,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_QC4,168,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:H2,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_QC-mix-i3,169,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,R:A2,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_28_mdlA_5_1,170,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:C4,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_75_Ser_0_3,171,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:G3,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_43_ybbW_15_1,172,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:D7,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_10_WT_30_1,173,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:A10,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_64_ynfM_5_1,174,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:F4,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_66_ynfM_5_3,175,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:F6,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_57_yidE_15_3,176,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:E9,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_71_ynfM_30_2,177,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:F11,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_NEG_UMETAB384_Plate100_6_WT_5_3,178,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_NEG_70-1000Da_MS1_120k_RSCal_SValve,,,G:A6,1,,0,0,0,0,,,,,,,
