Bracket Type=4,,,,,,,,,,,,,,,,,,,,
Sample Type,File Name,Sample ID,Path,Instrument Method,Process Method,Calibration File,Position,Inj Vol,Level,Sample Wt,Sample Vol,ISTD Amt,Dil Factor,L1 Study,L2 Client,L3 Laboratory,L4 Company,L5 Phone,Comment,Sample Name
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_35_mdlA_30_2,11,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:C11,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_81_Ser_15_3,12,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:G9,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_11_WT_30_2,13,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:A11,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_77_Ser_5_2,14,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:G5,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_52_yidE_5_1,15,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:E4,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_29_mdlA_5_2,16,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:C5,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_14_dcuD_0_2,17,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:B2,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_41_ybbW_5_2,18,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:D5,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_20_dcuD_15_2,19,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:B8,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_84_Ser_30_3,20,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:G12,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_12_WT_30_3,21,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:A12,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_3_WT_0_3,22,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:A3,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_31_mdlA_15_1,23,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:C7,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_49_yidE_0_1,24,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:E1,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_76_Ser_5_1,25,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:G4,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_47_ybbW_30_2,26,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:D11,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_36_mdlA_30_3,27,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:C12,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_70_ynfM_30_1,28,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:F10,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_68_ynfM_15_2,29,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:F8,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_58_yidE_30_1,30,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:E10,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_61_ynfM_0_1,31,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:F1,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_Blank5,32,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,R:A1,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_QC3,33,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:H1,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_QC-mix-i2,34,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,R:A2,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_PBS-wash-i1,35,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,R:B1,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_83_Ser_30_2,36,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:G11,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_27_mdlA_0_3,37,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:C3,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_40_ybbW_5_1,38,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:D4,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_33_mdlA_15_3,39,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:C9,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_59_yidE_30_2,40,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:E11,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_16_dcuD_5_1,41,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:B4,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_34_mdlA_30_1,42,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:C10,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_45_ybbW_15_3,43,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:D9,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_69_ynfM_15_3,44,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:F9,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_44_ybbW_15_2,45,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:D8,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_32_mdlA_15_2,46,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:C8,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_42_ybbW_5_3,47,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:D6,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_18_dcuD_5_3,48,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:B6,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_55_yidE_15_1,49,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:E7,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_39_ybbW_0_3,50,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:D3,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_62_ynfM_0_2,51,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:F2,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_74_Ser_0_2,52,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:G2,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_25_mdlA_0_1,53,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:C1,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_21_dcuD_15_3,54,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:B9,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_22_dcuD_30_1,55,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:B10,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_9_WT_15_3,56,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:A9,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_50_yidE_0_2,57,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:E2,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_15_dcuD_0_3,58,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:B3,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_56_yidE_15_2,59,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:E8,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_Blank6,60,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,R:A1,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_QC4,61,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:H1,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_QC-mix-i3,62,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,R:A2,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_28_mdlA_5_1,63,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:C4,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_75_Ser_0_3,64,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:G3,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_43_ybbW_15_1,65,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:D7,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_10_WT_30_1,66,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:A10,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_64_ynfM_5_1,67,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:F4,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_66_ynfM_5_3,68,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:F6,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_57_yidE_15_3,69,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:E9,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_71_ynfM_30_2,70,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:F11,1,,0,0,0,0,,,,,,,
Unknown,20231006_Ac-C18_POS_UMETAB384_Plate100_6_WT_5_3,71,D:\20231006_DR_UMETAB384_MR,C:\Xcalibur\methods\Daniela\UMETAB_Unpolar Assay_C18-BEH_GC_10cm\Acidic_Conditions\LC-MS\BEH18GC_10cm_12-7m_POS_70-1000Da_MS1_120k_RSCal_SValve,,,G:A6,1,,0,0,0,0,,,,,,,
